Site,Pop.size,Slope,X_wgs84,Y_wgs84
A05-01,15.7743217317223,-1.47387412078835,121.458795,24.946942
A05-02,22.552099241226,-2.56512388535686,121.506266,24.766808
A09-01,16.1181686880901,-3.41731726780094,121.428259,25.136272
A10-03,23.9146396461253,0.315845690697826,121.463808,24.838974
A01-01,0.341237998347865,-0.0153321828262584,121.539997,25.221004
A01-02,10.1244886353551,0.726531385953734,121.571266,25.188323
A02-01,12.1228076510638,-0.510443195947324,121.82376,25.110136
A02-02,8.8868844754916,-1.37356173018869,121.852532,25.099799
A02-03,20.7554406045716,0.788913760127785,121.789781,25.055992
A03-01,4.42025160216344,0.386498931891042,121.827147,24.711699
A04-02,8.87789021640639,-1.17303081536444,121.677085,24.905835
A04-03,16.8472882963036,1.91976916207756,121.770515,24.871635
A04-04,6.85122528199077,-0.472245426089082,121.523496,25.193907
A04-05,12.0083998869109,-1.79301454262171,121.552515,25.162276
A04-06,4.9505697865966,1.19962014226894,121.592464,25.127933
A07-02,14.5953665859394,-2.44107550261597,121.840004,24.486617
A09-02,20.3533335115458,-0.478327167974945,121.312325,25.051679
A09-03,8.28838350282096,-0.090921853291861,121.392938,24.995025
A09-04,39.0004669908273,2.57111724421039,120.97903,24.686458
A09-05,13.1693561064616,-0.0184701548438686,121.304953,24.847265
A09-06,3.93027748153401,-0.14249877721359,121.36276,25.088146
A10-01,11.8965683459974,1.09276395981129,121.382777,24.893465
A10-02,50.4136753143345,-0.853669535881008,121.372443,24.681357
A12-01,16.5530858949846,-1.42399548578916,121.247377,24.758061
A12-02,28.2545063547399,0.711281477792434,121.234635,24.675306
A16-01,13.3022531286061,0.209399477691102,121.620688,24.156716
A16-02,9.93944998337248,1.63560477298977,121.581473,24.171552
A16-03,6.42205122262616,1.20679198278033,121.514035,24.178078
A16-04,13.8362651002225,2.17346048510155,121.486722,24.206501
A16-05,6.60086054797899,-0.742213842268975,121.467607,24.198977
A17-01,0.51075123749316,0.0166420321474173,121.607475,24.078018
A17-02,21.5626257590569,0.062362841712791,121.439192,23.995487
A17-03,12.4687281766591,-0.516515789733768,121.517755,23.920741
A17-04,4.06932914137281,1.23949485813241,121.537621,23.900546
A18-01,30.4187291274393,3.48275201027859,121.382173,23.712498
A18-02,4.29264696789175,-0.0284313119278333,121.473456,23.690629
A18-03,25.7903369958474,-2.21736752104109,121.374862,23.611165
A19-01,13.7787794425856,0.409385133514374,121.348513,23.58951
A19-02,14.4122851424463,1.93942895265485,121.394249,23.553244
A19-03,21.9970944223996,1.85907990887649,121.427357,23.498751
A19-04,11.5888841037547,0.607410597496842,121.345485,23.480605
A19-05,1.52670875025538,0.339337023639272,121.334885,23.380665
A19-06,15.972888900628,1.0418835900575,121.346936,23.346215
A20-01,39.4360851130457,2.42356230558859,121.337769,23.290979
A20-02,28.2582291797386,1.89696983206301,121.358856,23.10813
A20-03,44.9590449198928,7.36063672007149,121.227494,23.329765
A20-04,30.9964238482859,2.4547650535237,121.215202,23.341449
A21-01,6.49047410784583,-0.525147475093466,121.175357,23.107872
A22-01,24.8294762309262,-2.06751258946691,121.174512,22.883026
A22-02,4.28175749575509,-0.400998498139012,121.033223,22.872552
A24-01,49.5799550492485,1.99455142661129,120.928656,22.525404
A24-02,38.9900025468658,-1.46302148033364,120.878245,22.443342
A26-01,24.4991778770986,1.40530998669618,120.849713,22.022194
A26-02,25.0151106798976,3.75183097530634,120.838088,21.988738
A26-03,16.5181099891015,3.91649810250375,120.804817,21.992775
A26-04,24.2482800574011,2.00114662839927,120.822749,21.956993
A27-01,0.390486382537032,0.173674053601539,120.32168,23.56609
A27-05,6.18231463327507,0.807028339721385,120.564988,24.044068
A27-06,7.2123040693198,0.906083001405851,120.565965,24.060766
A28-01,11.0125683109616,-1.76062840258859,120.771119,24.466749
A28-02,9.36527797575337,0.134537737805691,120.89566,24.432332
A28-03,8.0481192867437,-1.36801787688297,120.789594,24.414281
A28-04,12.1737853177636,-0.0206187832709826,120.731477,24.362154
A28-05,1.10551229093925,-0.199418824036639,120.969179,24.31876
A28-06,10.4572147060235,0.195190195984315,120.931202,24.30468
A29-01,37.3913362127114,5.19050113409024,120.945863,24.070663
A29-02,17.928320008957,1.47635808926674,120.78334,24.089824
A29-03,23.6647386497974,0.961602804896954,120.841999,24.058654
A29-04,30.5772865578154,3.49609467574215,120.749924,24.03631
A29-05,25.0458641985305,0.945614343836823,120.775994,24.174365
A30-03,17.1413500538157,1.69148091650381,120.94013,23.792096
A32-01,16.4747489874584,3.08471596250271,120.889939,23.916661
A32-02,49.0970901776712,3.38765416726683,120.896744,23.857304
A32-03,32.5905297063495,6.39202781481466,120.807885,23.848316
A32-04,18.6694775988377,2.3155863626796,120.888818,23.594177
A33-01,25.8531241634278,0.669345795810009,120.771949,23.929371
A33-02,18.3890798156447,1.95489917052255,120.811785,23.927908
A33-04,5.1627890842791,-1.05756212812474,120.557157,23.638058
A33-06,7.35885541362819,1.93541015660129,120.486925,23.556374
