Site,Pop.size,Slope,X_wgs84,Y_wgs84
A02-01,1.71428571428571,-1.03571428571429,121.82376,25.110136
A02-02,3.36051655985655,-1.67529572143516,121.852532,25.099799
A02-03,1.57057843207308,-0.359808019595588,121.789781,25.055992
A03-01,36.4285714285714,-0.821428571428568,121.827147,24.711699
A04-02,0.326782671309221,-0.126420901185935,121.677085,24.905835
A09-04,4.28571428571429,-0.0714285714285708,120.97903,24.686458
A12-02,0.857142857142857,-0.0714285714285713,121.234635,24.675306
A16-01,0.15303132691298,-0.0637979333866936,121.620688,24.156716
A17-01,4.85714285714286,0.321428571428572,121.607475,24.078018
A17-04,2.28571428571429,-0.464285714285714,121.537621,23.900546
A18-02,24.1428571428571,0.178571428571429,121.473456,23.690629
A18-03,7,0.714285714285714,121.374862,23.611165
A19-02,14.2857142857143,-0.107142857142855,121.394249,23.553244
A19-03,1.28571428571429,-0.785714285714286,121.427357,23.498751
A19-04,2.28571428571429,0.285714285714286,121.345485,23.480605
A19-05,35.8571428571429,-7.10714285714285,121.334885,23.380665
A19-06,6.14285714285714,-0.785714285714285,121.346936,23.346215
A20-01,13.8571428571429,-3.32142857142857,121.337769,23.290979
A20-02,0.312132831247821,0.172322358901959,121.358856,23.10813
A21-01,5.09153129515498,-2.71761618889054,121.175357,23.107872
A24-01,1.33324576556984,0.667647104188579,120.928656,22.525404
A24-02,1.18279611723123,0.449510285276012,120.878245,22.443342
A26-01,1.57142857142857,0.285714285714286,120.849713,22.022194
A26-02,2.71428571428571,-0.0357142857142853,120.838088,21.988738
A26-03,0.428571428571429,0.0357142857142857,120.804817,21.992775
A27-01,12.6504541018637,5.44452933167692,120.32168,23.56609
A27-02,12.8571428571429,0.821428571428572,120.351642,23.664225
A27-03,15.0437158504514,-0.581436246549558,120.310988,23.937856
A27-04,12.1428571428571,3.25,120.334529,23.986961
A27-05,2.57142857142857,-0.107142857142857,120.564988,24.044068
A27-06,0.571428571428571,0.285714285714286,120.565965,24.060766
A28-01,3.26924852119036,-0.33095211123029,120.771119,24.466749
A28-03,0.164266266756083,0.110358858784403,120.789594,24.414281
A28-05,0.210405874093553,-0.0947334177487847,120.969179,24.31876
A28-06,1.42857142857143,-0.107142857142857,120.931202,24.30468
A29-01,4.05416216584238,-0.263540541460594,120.945863,24.070663
A29-02,2.57142857142857,0.75,120.78334,24.089824
A29-04,0.142857142857143,-0.0714285714285714,120.749924,24.03631
A30-03,12.5714285714286,0.25,120.94013,23.792096
A32-02,0.142857142857143,2.09812430212579e-17,120.896744,23.857304
A32-04,2.57142857142857,-0.25,120.888818,23.594177
A33-02,0.142857142857143,2.09812430212579e-17,120.811785,23.927908
A33-04,5.44480632465701,-1.82603993552912,120.557157,23.638058
A33-05,5.49859189595573,0.806695267749736,120.44853,23.583856
A33-06,4.6177354071979,0.894304474627194,120.486925,23.556374
A33-07,0.142857142857143,2.09812430212579e-17,120.782408,24.000928
A34-01,5.56827501372095,-0.685270003573512,120.341632,23.519221
A34-02,13.449576448772,-0.744748744949854,120.253906,23.312676
A34-03,7.77899082670886,-2.88106131900721,120.299596,23.015725
A34-05,7.12025603901712,0.137206866897137,120.394765,22.889944
A34-06,2.42857142857143,0.428571428571429,120.521015,22.742316
A34-07,7.0798706979336,-0.0871751826594568,120.298904,23.203585
A34-08,7.64511071751108,-1.5898491079492,120.391554,22.540923
A35-01,1.71201669071861,-0.121212678172112,120.537732,23.536857
A35-02,2.84842172419317,-1.27097171273034,120.517242,23.475554
A35-03,18.7142857142857,-1.5,120.46015,23.439581
A35-04,5.79083090282577,1.16199343999216,120.470899,23.387045
A35-05,2.31364371035142,-0.528731929555002,120.456941,23.288028
A35-06,12.5999912402768,1.64999781006919,120.352542,23.259097
A36-01,0.142857142857143,0.0714285714285714,120.616113,23.340178
A36-03,8.28571428571429,0.892857142857144,120.43161,23.087666
A36-04,0.944954435656006,-0.169198070624025,120.414979,23.062348
A36-05,6.68338624188183,-2.02317460430291,120.353955,23.082997
A37-03,4.71428571428571,1.10714285714286,120.459827,22.889366
A37-04,10.5714285714286,0.892857142857144,120.540269,22.859809
A39-02,0.676054458932755,-0.0534217555130731,120.512145,22.808169
A40-01,3.76557551947031,-1.68655400545872,120.58903,22.599555
A40-02,12.3539956727707,-5.71531340584017,120.569988,22.492143
A40-03,7.50753794498421,-3.06112978707984,120.608438,22.446264
A41-01,1.28571428571429,0.0357142857142857,120.789839,21.950794
A41-02,3.14285714285714,0.464285714285714,120.721015,21.949653
A01-07,6.04688259627235,-1.08351860093013,121.76662,25.160971
A02-05,0.522573741318941,-0.192615059005617,121.827709,25.061843
A04-16,12.9644515098404,-0.85845228623332,121.551207,24.983301
A04-18,0.289431242908583,0.0686408535328483,121.492587,25.148973
A04-20,0.144370044828028,-0.0368489621924495,121.518868,25.127198
A04-24,0.290331762587788,0.0679654637734445,121.598668,25.031336
A04-30,1.91704954800341,-0.243030948923449,121.621628,25.088443
A04-33,0.14629443931902,0.104564884796449,121.711701,25.113885
A09-14,8.89268963453008,-1.0415269409916,121.340691,25.019945
A09-25,2.0384809667347,-0.448515885436556,120.967704,24.767841
A09-27,4.76915717468572,-1.18538852045999,120.944373,24.690043
A09-30,2.41027587966104,-0.406348419982904,121.471646,25.114753
A09-31,5.51299151580733,0.936684934573072,121.48797,25.105365
A09-33,5.68590278309917,-0.714316737460247,121.492996,25.038288
A27-07,8.23438993694456,-0.789838282524031,120.809266,24.630116
A27-10,0.869713693693132,0.490571872587294,120.871557,24.568136
A27-12,4.0506377306638,0.247735987716436,120.837384,24.532719
A27-15,3.01812741538375,-1.05313898550463,120.712481,24.446234
A27-17,7.36581765446348,-1.30533286668901,120.63742,24.243334
A27-19,60.2331107825616,6.57516691307882,120.485591,24.170646
A27-21,7.08121403771849,-2.179315681446,120.515181,24.098681
A27-25,3.32494536412026,0.184862405481234,120.45659,23.838051
A27-27,30.9794591554821,5.30111991910272,120.320321,23.800336
A27-28,5.5049310451738,1.94273028754822,120.228669,23.788212
A27-29,17.2810453426238,3.21778742160359,120.349752,23.764797
A27-30,3.49010722668455,-1.04495152477642,120.377995,23.728018
A27-31,6.05460537075938,0.744760257644752,120.47625,23.715903
A27-32,4.59391117875584,-0.144785776738848,120.340526,23.710861
A27-38,1.13341811160611,-0.196066773621132,120.333995,23.895664
A27-39,2.95245797314,0.159862293275547,120.58481,24.138669
A27-40,6.63813944758875,0.807109700022726,120.838255,24.584437
A27-41,10.4299789897504,1.10608718625862,120.817258,24.581172
A28-08,1.1597952150794,0.380153588690451,120.917767,24.588583
A28-12,0.177397011751306,0.107419126771964,120.868532,24.238915
A28-14,0.479954965332219,-0.078856094364022,120.858755,24.193028
A28-15,0.289360193736994,0.211551283268683,120.844621,24.490615
A28-16,1.7410890521834,0.58704035371959,120.928064,24.541177
A29-06,14.1598055042853,2.98728872892885,120.692101,24.280285
A29-07,2.21464160979297,-0.189060613052955,120.725451,24.272484
A29-12,8.86477914672923,-0.806528718996826,120.672202,24.080534
A29-16,4.76897082020562,0.280414741988642,120.697085,24.04258
A32-06,0.433482204473682,-0.146540224783833,120.830782,23.693861
